id,user_id,role_id,position,department,team,action,resource,resource_scope,permission_age_days,policy_attachment,usage_count,unique_days_used,days_since_last_use,first_used,last_used,success_count,failure_count,success_rate,failure_rate,permission_status,service,operation_type,risk_level,risk_weight,reason,row_id,active_days,usage_frequency,smoothed_failure_rate,log_usage_count,log_unique_days_used,action_family,is_delete,is_permission_change,is_security_sensitive,is_wildcard_resource,scope_breadth
6202,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ssm:DeletePatchBaseline,arn:aws:synthetic:systems-manager:123456789012:resource/deletepatchbaseline-3608,specific,68,INLINE,25,12,29,2026-07-07 11:33:00+00:00,2026-08-22 11:33:00+00:00,24,1,0.96,0.04,INTENDED,Systems Manager,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",6202,46.0,2.0833333333333335,0.07407407407407407,3.258096538021482,2.5649493574615367,delete,1,0,0,0,0.0
6203,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:EnableVolumeIO,arn:aws:synthetic:ec2:123456789012:resource/enablevolumeio-6446,specific,241,MANAGED,49,40,21,2026-08-19 05:59:00+00:00,2026-08-30 05:59:00+00:00,47,2,0.9591836734693877,0.040816,INTENDED,EC2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,6203,11.0,1.225,0.058823529411764705,3.912023005428146,3.713572066704308,other,0,0,0,0,0.0
6204,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,apigateway:DeleteDomainNameAccessAssociation,arn:aws:synthetic:api-gateway:123456789012:resource/deletedomainnameaccessassociatio-5054,specific,304,MANAGED,2,2,32,2026-08-17 22:03:00+00:00,2026-08-18 22:03:00+00:00,1,1,0.5,0.5,EXCESSIVE,API Gateway,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",6204,1.0,1.0,0.5,1.0986122886681098,1.0986122886681098,delete,1,0,0,0,0.0
6205,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:DescribeIpv6Pools,arn:aws:synthetic:ec2:123456789012:resource/describeipv6pools-8909,specific,195,INLINE,3,1,88,2026-06-01 04:12:00+00:00,2026-06-24 04:12:00+00:00,3,0,1.0,0.0,INTENDED,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.,6205,23.0,3.0,0.2,1.3862943611198906,0.6931471805599453,describe,0,0,0,0,0.0
6206,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:ListSnapshotsInRecycleBin,arn:aws:synthetic:ec2:123456789012:resource/listsnapshotsinrecyclebin-2535,specific,376,INLINE,23,21,45,2026-07-26 14:02:00+00:00,2026-08-05 14:02:00+00:00,23,0,1.0,0.0,INTENDED,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.,6206,10.0,1.0952380952380953,0.04,3.1780538303479458,3.091042453358316,list,0,0,0,0,0.0
6207,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,lambda:CreateCodeSigningConfig,arn:aws:synthetic:lambda:123456789012:resource/createcodesigningconfig-5281,specific,689,MANAGED,6,5,67,2026-07-05 19:56:00+00:00,2026-07-14 19:56:00+00:00,6,0,1.0,0.0,INTENDED,Lambda,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,6207,9.0,1.2,0.125,1.9459101490553132,1.791759469228055,create,0,0,0,0,0.0
6208,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,iam:DisableOrganizationsRootSessions,*,*,39,MANAGED,75,21,22,2026-07-14 08:07:00+00:00,2026-08-29 08:07:00+00:00,75,0,1.0,0.0,INTENDED,IAM,MODIFY,MEDIUM,5,Changes or disables an existing resource/service state.,6208,46.0,3.5714285714285716,0.012987012987012988,4.330733340286331,3.091042453358316,other,0,0,0,1,1.0
6209,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:DescribeSpotInstanceRequests,arn:aws:synthetic:ec2:123456789012:resource/describespotinstancerequests-3296,specific,665,INLINE,1,1,33,2026-08-10 05:12:00+00:00,2026-08-18 05:12:00+00:00,1,0,1.0,0.0,INTENDED,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.,6209,8.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,describe,0,0,0,0,0.0
6210,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:DisableAwsNetworkPerformanceMetricSubscription,*,*,209,INLINE,2,1,11,2026-08-16 11:00:00+00:00,2026-09-09 11:00:00+00:00,2,0,1.0,0.0,INTENDED,EC2,MODIFY,MEDIUM,5,Changes or disables an existing resource/service state.,6210,24.0,2.0,0.25,1.0986122886681098,0.6931471805599453,other,0,0,0,1,1.0
6211,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,sagemaker:DescribeAIBenchmarkJob,*,*,305,MANAGED,2,1,93,2026-06-08 15:17:00+00:00,2026-06-18 15:17:00+00:00,2,0,1.0,0.0,EXCESSIVE,SageMaker,READ,LOW,2,Primarily reads or inspects AWS state/data.,6211,10.0,2.0,0.25,1.0986122886681098,0.6931471805599453,describe,0,0,0,1,1.0
6212,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:GetSnapshotBlockPublicAccessState,arn:aws:synthetic:ec2:123456789012:resource/getsnapshotblockpublicaccessstat-5656,specific,150,MANAGED,7,7,10,2026-07-31 10:05:00+00:00,2026-09-10 10:05:00+00:00,7,0,1.0,0.0,INTENDED,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.,6212,41.0,1.0,0.1111111111111111,2.0794415416798357,2.0794415416798357,get,0,0,0,0,0.0
6213,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:CreateVpnGateway,arn:aws:synthetic:ec2:123456789012:resource/createvpngateway-8469,specific,533,MANAGED,44,18,45,2026-06-01 21:36:00+00:00,2026-08-05 21:36:00+00:00,43,1,0.9772727272727273,0.022727,INTENDED,EC2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,6213,65.0,2.4444444444444446,0.043478260869565216,3.8066624897703196,2.9444389791664403,create,0,0,0,0,0.0
6214,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,events:ListApiDestinations,*,*,491,MANAGED,0,0,46,,,0,0,0.0,0.0,EXCESSIVE,EventBridge,READ,LOW,2,Primarily reads or inspects AWS state/data.,6214,,,0.5,0.0,0.0,list,0,0,0,1,1.0
6215,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,sagemaker:UpdateFeatureGroup,arn:aws:synthetic:sagemaker:123456789012:resource/updatefeaturegroup-7362,specific,662,MANAGED,3,2,6,2026-08-22 05:36:00+00:00,2026-09-14 05:36:00+00:00,3,0,1.0,0.0,EXCESSIVE,SageMaker,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,6215,23.0,1.5,0.2,1.3862943611198906,1.0986122886681098,update,0,0,0,0,0.0
6216,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ecs:ListClusters,arn:aws:synthetic:ecs:123456789012:resource/listclusters-1218,specific,378,MANAGED,56,31,56,2026-05-30 03:38:00+00:00,2026-07-26 03:38:00+00:00,55,1,0.9821428571428571,0.017857,EXCESSIVE,ECS,READ,LOW,2,Primarily reads or inspects AWS state/data.,6216,57.0,1.8064516129032258,0.034482758620689655,4.04305126783455,3.4657359027997265,list,0,0,0,0,0.0
6217,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:ReportInstanceStatus,arn:aws:synthetic:ec2:123456789012:resource/reportinstancestatus-9678,specific,217,INLINE,14,9,42,2026-05-24 00:49:00+00:00,2026-08-09 00:49:00+00:00,12,2,0.8571428571428571,0.142857,INTENDED,EC2,OTHER,MEDIUM,5,Project-defined review required for this operation.,6217,77.0,1.5555555555555556,0.1875,2.70805020110221,2.302585092994046,other,0,0,0,0,0.0
6218,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:RequestSpotInstances,arn:aws:synthetic:ec2:123456789012:resource/requestspotinstances-3239,specific,337,INLINE,8,3,9,2026-05-28 23:30:00+00:00,2026-09-10 23:30:00+00:00,7,1,0.875,0.125,INTENDED,EC2,OTHER,MEDIUM,5,Project-defined review required for this operation.,6218,105.0,2.6666666666666665,0.2,2.1972245773362196,1.3862943611198906,other,0,0,0,0,0.0
6219,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,rds:DeleteIntegration,arn:aws:synthetic:rds:123456789012:resource/deleteintegration-2586,specific,545,INLINE,1,1,42,2026-07-06 00:51:00+00:00,2026-08-09 00:51:00+00:00,1,0,1.0,0.0,EXCESSIVE,RDS,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",6219,34.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,delete,1,0,0,0,0.0
6220,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,iam:CreatePolicyVersion,arn:aws:synthetic:iam:123456789012:resource/createpolicyversion-5046,specific,633,INLINE,4,3,100,2026-05-30 23:21:00+00:00,2026-06-11 23:21:00+00:00,4,0,1.0,0.0,INTENDED,IAM,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.,6220,12.0,1.3333333333333333,0.16666666666666666,1.6094379124341003,1.3862943611198906,create,0,1,0,0,0.0
6221,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:DeleteSubnetCidrReservation,arn:aws:synthetic:ec2:123456789012:resource/deletesubnetcidrreservation-1681,specific,192,INLINE,2,2,26,2026-07-07 03:28:00+00:00,2026-08-25 03:28:00+00:00,2,0,1.0,0.0,INTENDED,EC2,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",6221,49.0,1.0,0.25,1.0986122886681098,1.0986122886681098,delete,1,0,0,0,0.0
6222,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:ModifyVpnTunnelOptions,arn:aws:synthetic:ec2:123456789012:resource/modifyvpntunneloptions-8269,specific,506,INLINE,1,1,14,2026-05-25 23:49:00+00:00,2026-09-05 23:49:00+00:00,1,0,1.0,0.0,INTENDED,EC2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,6222,103.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,modify,0,0,0,0,0.0
6223,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,cloudformation:ListStackInstanceResourceDrifts,*,*,251,MANAGED,83,51,3,2026-06-07 10:34:00+00:00,2026-09-17 10:34:00+00:00,81,2,0.9759036144578314,0.024096,INTENDED,CloudFormation,READ,LOW,2,Primarily reads or inspects AWS state/data.,6223,102.0,1.6274509803921569,0.03529411764705882,4.430816798843313,3.9512437185814275,list,0,0,0,1,1.0
6224,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:DeleteFpgaImage,arn:aws:synthetic:ec2:123456789012:resource/deletefpgaimage-6649,specific,319,MANAGED,4,2,53,2026-07-18 18:04:00+00:00,2026-07-28 18:04:00+00:00,4,0,1.0,0.0,INTENDED,EC2,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",6224,10.0,2.0,0.16666666666666666,1.6094379124341003,1.0986122886681098,delete,1,0,0,0,0.0
6225,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,logs:PutMetricFilter,arn:aws:synthetic:cloudwatch-logs:123456789012:resource/putmetricfilter-3742,specific,308,INLINE,1,1,77,2026-06-05 02:22:00+00:00,2026-07-05 02:22:00+00:00,1,0,1.0,0.0,EXCESSIVE,CloudWatch Logs,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,6225,30.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,put,0,0,0,0,0.0
6226,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:DeleteIpamPool,*,*,630,INLINE,30,18,20,2026-06-08 01:21:00+00:00,2026-08-31 01:21:00+00:00,29,1,0.9666666666666667,0.033333,INTENDED,EC2,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",6226,84.0,1.6666666666666667,0.0625,3.4339872044851463,2.9444389791664403,delete,1,0,0,1,1.0
6227,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:DescribeFleets,arn:aws:synthetic:ec2:123456789012:resource/describefleets-9185,specific,316,INLINE,81,19,119,2026-05-23 23:44:00+00:00,2026-05-23 23:44:00+00:00,79,2,0.9753086419753086,0.024691,INTENDED,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.,6227,0.0,4.2631578947368425,0.03614457831325301,4.406719247264253,2.995732273553991,describe,0,0,0,0,0.0
6228,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,iam:GetUser,arn:aws:synthetic:iam:123456789012:resource/getuser-5333,specific,298,MANAGED,19,13,107,2026-05-28 00:39:00+00:00,2026-06-05 00:39:00+00:00,19,0,1.0,0.0,INTENDED,IAM,READ,LOW,2,Primarily reads or inspects AWS state/data.,6228,8.0,1.4615384615384615,0.047619047619047616,2.995732273553991,2.6390573296152584,get,0,0,0,0,0.0
6229,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,lambda:DeleteAlias,arn:aws:synthetic:lambda:123456789012:resource/deletealias-6604,specific,147,MANAGED,12,5,2,2026-07-26 16:49:00+00:00,2026-09-17 16:49:00+00:00,12,0,1.0,0.0,INTENDED,Lambda,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",6229,53.0,2.4,0.07142857142857142,2.5649493574615367,1.791759469228055,delete,1,0,0,0,0.0
6230,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,lambda:DeleteFunctionUrlConfig,arn:aws:synthetic:lambda:123456789012:resource/deletefunctionurlconfig-3363,specific,60,MANAGED,3,2,16,2026-06-27 10:47:00+00:00,2026-09-04 10:47:00+00:00,3,0,1.0,0.0,INTENDED,Lambda,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",6230,69.0,1.5,0.2,1.3862943611198906,1.0986122886681098,delete,1,0,0,0,0.0
6231,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ssm:DescribeMaintenanceWindowTargets,arn:aws:synthetic:systems-manager:123456789012:resource/describemaintenancewindowtargets-6752,specific,208,MANAGED,10,7,37,2026-06-25 08:32:00+00:00,2026-08-14 08:32:00+00:00,10,0,1.0,0.0,INTENDED,Systems Manager,READ,LOW,2,Primarily reads or inspects AWS state/data.,6231,50.0,1.4285714285714286,0.08333333333333333,2.3978952727983707,2.0794415416798357,describe,0,0,0,0,0.0
6232,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:DescribeIpamPoolAllocations,arn:aws:synthetic:ec2:123456789012:resource/describeipampoolallocations-7762,specific,511,INLINE,11,8,23,2026-07-12 22:20:00+00:00,2026-08-27 22:20:00+00:00,11,0,1.0,0.0,INTENDED,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.,6232,46.0,1.375,0.07692307692307693,2.4849066497880004,2.1972245773362196,describe,0,0,0,0,0.0
6233,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,iam:UpdateSSHPublicKey,arn:aws:synthetic:iam:123456789012:resource/updatesshpublickey-3063,specific,237,MANAGED,0,0,88,,,0,0,0.0,0.0,INTENDED,IAM,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,6233,,,0.5,0.0,0.0,update,0,0,0,0,0.0
6234,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:AdvertiseByoipCidr,arn:aws:synthetic:ec2:123456789012:resource/advertisebyoipcidr-2117,specific,66,INLINE,5,2,5,2026-06-09 04:41:00+00:00,2026-09-15 04:41:00+00:00,4,1,0.8,0.2,INTENDED,EC2,OTHER,MEDIUM,5,Project-defined review required for this operation.,6234,98.0,2.5,0.2857142857142857,1.791759469228055,1.0986122886681098,other,0,0,0,0,0.0
6235,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,s3:PutObjectLockConfiguration,arn:aws:synthetic:s3:123456789012:resource/putobjectlockconfiguration-6261,specific,571,MANAGED,1,1,84,2026-06-04 10:59:00+00:00,2026-06-28 10:59:00+00:00,1,0,1.0,0.0,INTENDED,S3,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,6235,24.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,put,0,0,0,0,0.0
6236,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,s3:DeleteBucketInventoryConfiguration,*,*,545,MANAGED,56,41,47,2026-06-15 22:38:00+00:00,2026-08-03 22:38:00+00:00,51,5,0.9107142857142857,0.089286,INTENDED,S3,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",6236,49.0,1.3658536585365855,0.10344827586206896,4.04305126783455,3.7376696182833684,delete,1,0,0,1,1.0
6237,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:DescribeTransitGatewayMulticastDomains,arn:aws:synthetic:ec2:123456789012:resource/describetransitgatewaymulticastd-6396,specific,165,INLINE,0,0,149,,,0,0,0.0,0.0,INTENDED,EC2,READ,LOW,2,Primarily reads or inspects AWS state/data.,6237,,,0.5,0.0,0.0,describe,0,0,0,0,0.0
6238,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:DeleteTrafficMirrorTarget,arn:aws:synthetic:ec2:123456789012:resource/deletetrafficmirrortarget-1905,specific,428,MANAGED,0,0,122,,,0,0,0.0,0.0,INTENDED,EC2,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",6238,,,0.5,0.0,0.0,delete,1,0,0,0,0.0
6239,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,glue:GetSchema,*,*,526,MANAGED,1,1,60,2026-05-26 12:20:00+00:00,2026-07-21 12:20:00+00:00,1,0,1.0,0.0,EXCESSIVE,Glue,READ,LOW,2,Primarily reads or inspects AWS state/data.,6239,56.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,get,0,0,0,1,1.0
6240,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:ModifyTransitGatewayPrefixListReference,arn:aws:synthetic:ec2:123456789012:resource/modifytransitgatewayprefixlistre-3184,specific,507,MANAGED,20,5,44,2026-06-20 04:55:00+00:00,2026-08-07 04:55:00+00:00,20,0,1.0,0.0,INTENDED,EC2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,6240,48.0,4.0,0.045454545454545456,3.044522437723423,1.791759469228055,modify,0,0,0,0,0.0
6241,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ssm:GetOpsMetadata,arn:aws:synthetic:systems-manager:123456789012:resource/getopsmetadata-6457,specific,339,MANAGED,1,1,8,2026-08-12 08:34:00+00:00,2026-09-12 08:34:00+00:00,1,0,1.0,0.0,INTENDED,Systems Manager,READ,LOW,2,Primarily reads or inspects AWS state/data.,6241,31.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,get,0,0,0,0,0.0
6242,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,route53:GetChange,*,*,203,INLINE,2,1,9,2026-08-06 11:36:00+00:00,2026-09-11 11:36:00+00:00,2,0,1.0,0.0,INTENDED,Route 53,READ,LOW,2,Primarily reads or inspects AWS state/data.,6242,36.0,2.0,0.25,1.0986122886681098,0.6931471805599453,get,0,0,0,1,1.0
6243,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,lambda:CreateEventSourceMapping,arn:aws:synthetic:lambda:123456789012:resource/createeventsourcemapping-5835,specific,727,INLINE,1,1,64,2026-06-12 12:05:00+00:00,2026-07-17 12:05:00+00:00,1,0,1.0,0.0,INTENDED,Lambda,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,6243,35.0,1.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,create,0,0,0,0,0.0
6244,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:DeleteTransitGatewayRouteTable,arn:aws:synthetic:ec2:123456789012:resource/deletetransitgatewayroutetable-4892,specific,400,MANAGED,4,3,27,2026-05-25 13:34:00+00:00,2026-08-23 13:34:00+00:00,4,0,1.0,0.0,INTENDED,EC2,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",6244,90.0,1.3333333333333333,0.16666666666666666,1.6094379124341003,1.3862943611198906,delete,1,0,0,0,0.0
6245,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,lambda:DeleteCodeSigningConfig,arn:aws:synthetic:lambda:123456789012:resource/deletecodesigningconfig-9797,specific,411,INLINE,75,24,22,2026-08-11 22:34:00+00:00,2026-08-28 22:34:00+00:00,67,8,0.8933333333333333,0.106667,INTENDED,Lambda,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",6245,17.0,3.125,0.11688311688311688,4.330733340286331,3.2188758248682006,delete,1,0,0,0,0.0
6246,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:ImportInstance,*,*,267,INLINE,8,7,44,2026-07-27 22:16:00+00:00,2026-08-06 22:16:00+00:00,8,0,1.0,0.0,INTENDED,EC2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,6246,10.0,1.1428571428571428,0.1,2.1972245773362196,2.0794415416798357,other,0,0,0,1,1.0
6247,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:DeleteLaunchTemplate,arn:aws:synthetic:ec2:123456789012:resource/deletelaunchtemplate-3612,specific,494,MANAGED,2,1,39,2026-08-04 08:26:00+00:00,2026-08-12 08:26:00+00:00,2,0,1.0,0.0,INTENDED,EC2,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",6247,8.0,2.0,0.25,1.0986122886681098,0.6931471805599453,delete,1,0,0,0,0.0
6248,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,cloudformation:DescribeChangeSet,arn:aws:synthetic:cloudformation:123456789012:resource/describechangeset-2325,specific,156,MANAGED,2,1,41,2026-08-03 06:47:00+00:00,2026-08-10 06:47:00+00:00,2,0,1.0,0.0,INTENDED,CloudFormation,READ,LOW,2,Primarily reads or inspects AWS state/data.,6248,7.0,2.0,0.25,1.0986122886681098,0.6931471805599453,describe,0,0,0,0,0.0
6249,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,cognito-idp:ForgetDevice,*,*,270,INLINE,0,0,89,,,0,0,0.0,0.0,EXCESSIVE,Cognito Identity,OTHER,MEDIUM,5,Project-defined review required for this operation.,6249,,,0.5,0.0,0.0,other,0,0,0,1,1.0
6250,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,s3:PutObjectTagging,arn:aws:synthetic:s3:123456789012:resource/putobjecttagging-1922,specific,276,MANAGED,51,32,2,2026-08-25 09:16:00+00:00,2026-09-18 09:16:00+00:00,50,1,0.9803921568627451,0.019608,INTENDED,S3,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,6250,24.0,1.59375,0.03773584905660377,3.9512437185814275,3.4965075614664802,put,0,0,0,0,0.0
6251,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,route53:ListResourceRecordSets,*,*,330,INLINE,4,3,39,2026-07-17 01:39:00+00:00,2026-08-12 01:39:00+00:00,4,0,1.0,0.0,INTENDED,Route 53,READ,LOW,2,Primarily reads or inspects AWS state/data.,6251,26.0,1.3333333333333333,0.16666666666666666,1.6094379124341003,1.3862943611198906,list,0,0,0,1,1.0
6252,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:GetIpamPolicyAllocationRules,arn:aws:synthetic:ec2:123456789012:resource/getipampolicyallocationrules-7281,specific,75,INLINE,38,19,79,2026-06-08 05:25:00+00:00,2026-07-03 05:25:00+00:00,37,1,0.9736842105263158,0.026316,INTENDED,EC2,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.,6252,25.0,2.0,0.05,3.6635616461296463,2.995732273553991,get,0,1,0,0,0.0
6253,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ssm:DescribeAvailablePatches,arn:aws:synthetic:systems-manager:123456789012:resource/describeavailablepatches-2472,specific,581,INLINE,22,21,116,2026-05-23 22:46:00+00:00,2026-05-26 22:46:00+00:00,22,0,1.0,0.0,INTENDED,Systems Manager,READ,LOW,2,Primarily reads or inspects AWS state/data.,6253,3.0,1.0476190476190477,0.041666666666666664,3.1354942159291497,3.091042453358316,describe,0,0,0,0,0.0
6254,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,ec2:AllocateHosts,arn:aws:synthetic:ec2:123456789012:resource/allocatehosts-5939,specific,190,INLINE,8,7,33,2026-08-02 09:18:00+00:00,2026-08-18 09:18:00+00:00,7,1,0.875,0.125,INTENDED,EC2,WRITE,MEDIUM,5,Creates or modifies AWS resources or service state.,6254,16.0,1.1428571428571428,0.2,2.1972245773362196,2.0794415416798357,other,0,0,0,0,0.0
6255,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,iam:GetContextKeysForCustomPolicy,arn:aws:synthetic:iam:123456789012:resource/getcontextkeysforcustompolicy-8599,specific,276,INLINE,5,4,1,2026-07-04 06:06:00+00:00,2026-09-19 06:06:00+00:00,5,0,1.0,0.0,INTENDED,IAM,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.,6255,77.0,1.25,0.14285714285714285,1.791759469228055,1.6094379124341003,get,0,1,0,0,0.0
6256,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,iam:DeleteSAMLProvider,arn:aws:synthetic:iam:123456789012:resource/deletesamlprovider-8298,specific,331,INLINE,22,16,90,2026-06-01 21:04:00+00:00,2026-06-21 21:04:00+00:00,21,1,0.9545454545454546,0.045455,INTENDED,IAM,DELETE,HIGH,8,"Can remove, terminate, or destroy AWS resources/data.",6256,20.0,1.375,0.08333333333333333,3.1354942159291497,2.833213344056216,delete,1,0,0,0,0.0
6257,synthetic-user-032,CloudEngineer-Role,Cloud Engineer,Infrastructure,Cloud Platform,iam:ListEntitiesForPolicy,arn:aws:synthetic:iam:123456789012:resource/listentitiesforpolicy-7980,specific,475,MANAGED,11,5,22,2026-08-29 05:37:00+00:00,2026-08-29 05:37:00+00:00,10,1,0.9090909090909091,0.090909,INTENDED,IAM,PERMISSION_CHANGE,CRITICAL,10,Can change authorization or grant/restrict permissions.,6257,0.0,2.2,0.15384615384615385,2.4849066497880004,1.791759469228055,list,0,1,0,0,0.0
