id,user_id,role_id,position,department,team,action,resource,resource_scope,permission_age_days,policy_attachment,usage_count,unique_days_used,days_since_last_use,first_used,last_used,success_count,failure_count,success_rate,failure_rate,permission_status,service,operation_type,risk_level,risk_weight
5198,synthetic-user-026,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:CreateReplaceRootVolumeTask,arn:aws:synthetic:ec2:123456789012:resource/createreplacerootvolumetask-9138,specific,115,MANAGED,111,31,19,2026-08-22T23:24:00Z,2026-08-31T23:24:00Z,110,1,0.990991,0.009009,INTENDED,EC2,WRITE,MEDIUM,5
5199,synthetic-user-026,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ecs:UpdateServicePrimaryTaskSet,arn:aws:synthetic:ecs:123456789012:resource/updateserviceprimarytaskset-3702,specific,89,MANAGED,24,19,40,2026-08-05T19:44:00Z,2026-08-10T19:44:00Z,24,0,1.0,0.0,INTENDED,ECS,WRITE,MEDIUM,5
5200,synthetic-user-026,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ecs:DeleteAccountSetting,arn:aws:synthetic:ecs:123456789012:resource/deleteaccountsetting-8070,specific,545,MANAGED,3,3,78,2026-06-15T11:10:00Z,2026-07-04T11:10:00Z,2,1,0.666667,0.333333,INTENDED,ECS,DELETE,HIGH,8
5201,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DeleteNetworkInterfacePermission,arn:aws:synthetic:ec2:123456789012:resource/deletenetworkinterfacepermission-3615,specific,159,MANAGED,4,2,19,2026-08-23T12:05:00Z,2026-08-31T12:05:00Z,4,0,1.0,0.0,INTENDED,EC2,PERMISSION_CHANGE,CRITICAL,10
5202,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,bedrock:GetInferenceProfile,arn:aws:synthetic:bedrock:123456789012:resource/getinferenceprofile-8499,specific,112,INLINE,1,1,32,2026-07-26T14:47:00Z,2026-08-18T14:47:00Z,1,0,1.0,0.0,EXCESSIVE,Bedrock,READ,LOW,2
5203,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DescribeVpcBlockPublicAccessOptions,arn:aws:synthetic:ec2:123456789012:resource/describevpcblockpublicaccessopti-8020,specific,511,MANAGED,4,2,13,2026-06-10T23:37:00Z,2026-09-06T23:37:00Z,4,0,1.0,0.0,INTENDED,EC2,READ,LOW,2
5204,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:GetInstanceMetadataDefaults,arn:aws:synthetic:ec2:123456789012:resource/getinstancemetadatadefaults-9716,specific,513,INLINE,19,8,2,2026-07-20T14:33:00Z,2026-09-17T14:33:00Z,19,0,1.0,0.0,INTENDED,EC2,READ,LOW,2
5205,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DescribeCapacityReservations,*,*,594,MANAGED,43,26,12,2026-08-16T23:09:00Z,2026-09-07T23:09:00Z,40,3,0.930233,0.069767,INTENDED,EC2,READ,LOW,2
5206,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DescribeTransitGatewayPolicyTables,arn:aws:synthetic:ec2:123456789012:resource/describetransitgatewaypolicytabl-6720,specific,564,MANAGED,17,7,0,2026-07-08T18:02:00Z,2026-09-19T18:02:00Z,17,0,1.0,0.0,INTENDED,EC2,PERMISSION_CHANGE,CRITICAL,10
5207,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:GetTransitGatewayPrefixListReferences,arn:aws:synthetic:ec2:123456789012:resource/gettransitgatewayprefixlistrefer-6010,specific,239,MANAGED,9,5,97,2026-06-08T14:17:00Z,2026-06-14T14:17:00Z,9,0,1.0,0.0,INTENDED,EC2,READ,LOW,2
5208,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DescribeTransitGatewayRouteTableAnnouncements,arn:aws:synthetic:ec2:123456789012:resource/describetransitgatewayroutetable-1507,specific,550,INLINE,2,1,41,2026-06-09T16:59:00Z,2026-08-09T16:59:00Z,2,0,1.0,0.0,INTENDED,EC2,READ,LOW,2
5209,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DeleteDhcpOptions,arn:aws:synthetic:ec2:123456789012:resource/deletedhcpoptions-4135,specific,351,MANAGED,55,10,9,2026-08-30T21:43:00Z,2026-09-10T21:43:00Z,53,2,0.963636,0.036364,INTENDED,EC2,DELETE,HIGH,8
5210,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,cloudformation:ListTypes,*,*,257,MANAGED,2,1,30,2026-07-18T22:11:00Z,2026-08-20T22:11:00Z,2,0,1.0,0.0,INTENDED,CloudFormation,READ,LOW,2
5211,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,cloudformation:ActivateOrganizationsAccess,arn:aws:synthetic:cloudformation:123456789012:resource/activateorganizationsaccess-6922,specific,374,MANAGED,1,1,27,2026-07-10T00:21:00Z,2026-08-24T00:21:00Z,1,0,1.0,0.0,INTENDED,CloudFormation,WRITE,MEDIUM,5
5212,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DeleteVerifiedAccessGroup,*,*,38,MANAGED,1,1,49,2026-06-28T04:29:00Z,2026-08-02T04:29:00Z,1,0,1.0,0.0,INTENDED,EC2,DELETE,HIGH,8
5213,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,glue:ListSchemaVersions,arn:aws:synthetic:glue:123456789012:resource/listschemaversions-1931,specific,135,INLINE,0,0,97,,,0,0,0.0,0.0,EXCESSIVE,Glue,READ,LOW,2
5214,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DeleteSecurityGroup,arn:aws:synthetic:ec2:123456789012:resource/deletesecuritygroup-9363,specific,576,MANAGED,5,2,5,2026-06-03T21:24:00Z,2026-09-14T21:24:00Z,4,1,0.8,0.2,INTENDED,EC2,DELETE,HIGH,8
5215,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DeleteRoute,arn:aws:synthetic:ec2:123456789012:resource/deleteroute-5125,specific,693,INLINE,8,5,22,2026-07-02T20:45:00Z,2026-08-28T20:45:00Z,6,2,0.75,0.25,INTENDED,EC2,DELETE,HIGH,8
5216,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:ModifyVpcEndpointServicePayerResponsibility,arn:aws:synthetic:ec2:123456789012:resource/modifyvpcendpointservicepayerres-9456,specific,655,MANAGED,1,1,21,2026-08-21T20:50:00Z,2026-08-29T20:50:00Z,1,0,1.0,0.0,INTENDED,EC2,WRITE,MEDIUM,5
5217,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:AttachInternetGateway,arn:aws:synthetic:ec2:123456789012:resource/attachinternetgateway-4959,specific,568,INLINE,1,1,61,2026-06-24T13:51:00Z,2026-07-20T13:51:00Z,1,0,1.0,0.0,INTENDED,EC2,WRITE,MEDIUM,5
5218,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ssm:DeleteResourcePolicy,arn:aws:synthetic:systems-manager:123456789012:resource/deleteresourcepolicy-7479,specific,593,MANAGED,8,2,112,2026-05-28T11:11:00Z,2026-05-31T11:11:00Z,8,0,1.0,0.0,INTENDED,Systems Manager,PERMISSION_CHANGE,CRITICAL,10
5219,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:AllocateIpamPoolCidr,arn:aws:synthetic:ec2:123456789012:resource/allocateipampoolcidr-5365,specific,88,INLINE,1,1,26,2026-08-18T04:02:00Z,2026-08-25T04:02:00Z,1,0,1.0,0.0,INTENDED,EC2,WRITE,MEDIUM,5
5220,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,cloudformation:DeleteStackSet,*,*,664,MANAGED,0,0,99,,,0,0,0.0,0.0,INTENDED,CloudFormation,DELETE,HIGH,8
5221,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DisableImageDeregistrationProtection,*,*,542,INLINE,20,6,43,2026-07-11T21:56:00Z,2026-08-07T21:56:00Z,20,0,1.0,0.0,INTENDED,EC2,MODIFY,MEDIUM,5
5222,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:ModifyVerifiedAccessGroupPolicy,arn:aws:synthetic:ec2:123456789012:resource/modifyverifiedaccessgrouppolicy-3792,specific,202,MANAGED,1,1,17,2026-07-05T14:35:00Z,2026-09-02T14:35:00Z,1,0,1.0,0.0,INTENDED,EC2,PERMISSION_CHANGE,CRITICAL,10
5223,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DeleteVpnConnectionRoute,arn:aws:synthetic:ec2:123456789012:resource/deletevpnconnectionroute-3583,specific,95,MANAGED,36,22,64,2026-06-15T09:31:00Z,2026-07-18T09:31:00Z,35,1,0.972222,0.027778,INTENDED,EC2,DELETE,HIGH,8
5224,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:ModifyTransitGatewayMeteringPolicy,arn:aws:synthetic:ec2:123456789012:resource/modifytransitgatewaymeteringpoli-7210,specific,572,MANAGED,13,3,72,2026-05-26T21:46:00Z,2026-07-09T21:46:00Z,12,1,0.923077,0.076923,INTENDED,EC2,PERMISSION_CHANGE,CRITICAL,10
5225,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:UnassignPrivateNatGatewayAddress,arn:aws:synthetic:ec2:123456789012:resource/unassignprivatenatgatewayaddress-1664,specific,715,MANAGED,21,12,72,2026-05-30T04:03:00Z,2026-07-10T04:03:00Z,21,0,1.0,0.0,INTENDED,EC2,OTHER,MEDIUM,5
5226,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ssm:GetParameters,*,*,559,INLINE,2,2,62,2026-07-13T04:36:00Z,2026-07-20T04:36:00Z,2,0,1.0,0.0,INTENDED,Systems Manager,SECURITY_SENSITIVE,HIGH,8
5227,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,bedrock:GetAutomatedReasoningPolicyTestCase,*,*,321,MANAGED,9,8,41,2026-06-15T15:26:00Z,2026-08-09T15:26:00Z,9,0,1.0,0.0,EXCESSIVE,Bedrock,PERMISSION_CHANGE,CRITICAL,10
5228,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:AllocateAddress,arn:aws:synthetic:ec2:123456789012:resource/allocateaddress-4084,specific,393,INLINE,0,0,157,,,0,0,0.0,0.0,INTENDED,EC2,WRITE,MEDIUM,5
5229,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:RequestSpotInstances,arn:aws:synthetic:ec2:123456789012:resource/requestspotinstances-8934,specific,570,MANAGED,4,1,40,2026-06-04T21:49:00Z,2026-08-10T21:49:00Z,4,0,1.0,0.0,INTENDED,EC2,OTHER,MEDIUM,5
5230,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:GetCapacityManagerAttributes,arn:aws:synthetic:ec2:123456789012:resource/getcapacitymanagerattributes-8932,specific,578,INLINE,77,37,2,2026-07-28T02:21:00Z,2026-09-18T02:21:00Z,76,1,0.987013,0.012987,INTENDED,EC2,READ,LOW,2
5231,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,rds:DescribeEvents,*,*,130,INLINE,0,0,123,,,0,0,0.0,0.0,EXCESSIVE,RDS,READ,LOW,2
5232,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:ModifyTrafficMirrorFilterNetworkServices,arn:aws:synthetic:ec2:123456789012:resource/modifytrafficmirrorfilternetwork-6051,specific,691,INLINE,22,17,92,2026-06-11T18:28:00Z,2026-06-19T18:28:00Z,22,0,1.0,0.0,INTENDED,EC2,WRITE,MEDIUM,5
5233,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:GetAllowedImagesSettings,arn:aws:synthetic:ec2:123456789012:resource/getallowedimagessettings-9460,specific,61,MANAGED,8,3,22,2026-08-01T06:29:00Z,2026-08-29T06:29:00Z,8,0,1.0,0.0,INTENDED,EC2,READ,LOW,2
5234,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ssm:CreateActivation,arn:aws:synthetic:systems-manager:123456789012:resource/createactivation-1936,specific,461,INLINE,1,1,22,2026-06-26T18:20:00Z,2026-08-28T18:20:00Z,1,0,1.0,0.0,INTENDED,Systems Manager,WRITE,MEDIUM,5
5235,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,glue:CreateIntegrationResourceProperty,*,*,628,INLINE,6,4,12,2026-08-22T10:37:00Z,2026-09-08T10:37:00Z,6,0,1.0,0.0,EXCESSIVE,Glue,WRITE,MEDIUM,5
5236,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:GetTransitGatewayPolicyTableEntries,arn:aws:synthetic:ec2:123456789012:resource/gettransitgatewaypolicytableentr-3233,specific,119,MANAGED,3,1,30,2026-06-15T20:14:00Z,2026-08-20T20:14:00Z,3,0,1.0,0.0,INTENDED,EC2,PERMISSION_CHANGE,CRITICAL,10
5237,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,guardduty:UpdateOrganizationConfiguration,arn:aws:synthetic:guardduty:123456789012:resource/updateorganizationconfiguration-1152,specific,35,MANAGED,0,0,49,,,0,0,0.0,0.0,EXCESSIVE,GuardDuty,WRITE,MEDIUM,5
5238,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ssm:DescribeInstancePatches,arn:aws:synthetic:systems-manager:123456789012:resource/describeinstancepatches-6480,specific,699,INLINE,0,0,46,,,0,0,0.0,0.0,INTENDED,Systems Manager,READ,LOW,2
5239,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DisableCapacityManager,arn:aws:synthetic:ec2:123456789012:resource/disablecapacitymanager-2567,specific,704,INLINE,40,8,107,2026-05-26T08:50:00Z,2026-06-05T08:50:00Z,38,2,0.95,0.05,INTENDED,EC2,MODIFY,MEDIUM,5
5240,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DescribeIpamScopes,*,*,569,MANAGED,6,3,11,2026-07-13T06:09:00Z,2026-09-09T06:09:00Z,6,0,1.0,0.0,INTENDED,EC2,READ,LOW,2
5241,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,route53:ListHostedZonesByVPC,arn:aws:synthetic:route-53:123456789012:resource/listhostedzonesbyvpc-7098,specific,325,INLINE,1,1,37,2026-07-29T00:01:00Z,2026-08-14T00:01:00Z,1,0,1.0,0.0,EXCESSIVE,Route 53,READ,LOW,2
5242,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:CreateSecondarySubnet,arn:aws:synthetic:ec2:123456789012:resource/createsecondarysubnet-8314,specific,584,INLINE,1,1,116,2026-05-27T00:02:00Z,2026-05-27T00:02:00Z,1,0,1.0,0.0,INTENDED,EC2,WRITE,MEDIUM,5
5243,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,iam:DeleteRolePermissionsBoundary,arn:aws:synthetic:iam:123456789012:resource/deleterolepermissionsboundary-5836,specific,601,MANAGED,4,3,29,2026-08-22T02:42:00Z,2026-08-22T02:42:00Z,4,0,1.0,0.0,EXCESSIVE,IAM,PERMISSION_CHANGE,CRITICAL,10
5244,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:ImportInstance,arn:aws:synthetic:ec2:123456789012:resource/importinstance-3046,specific,317,MANAGED,2,2,38,2026-05-23T21:21:00Z,2026-08-12T21:21:00Z,2,0,1.0,0.0,INTENDED,EC2,WRITE,MEDIUM,5
5245,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DescribeClientVpnEndpoints,arn:aws:synthetic:ec2:123456789012:resource/describeclientvpnendpoints-7046,specific,107,MANAGED,6,3,18,2026-07-08T21:16:00Z,2026-09-01T21:16:00Z,6,0,1.0,0.0,INTENDED,EC2,READ,LOW,2
5246,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:GetConsoleOutput,*,*,65,MANAGED,0,0,89,,,0,0,0.0,0.0,INTENDED,EC2,READ,LOW,2
5247,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,cloudformation:ListGeneratedTemplates,arn:aws:synthetic:cloudformation:123456789012:resource/listgeneratedtemplates-2765,specific,291,MANAGED,11,9,21,2026-06-15T10:46:00Z,2026-08-30T10:46:00Z,11,0,1.0,0.0,INTENDED,CloudFormation,READ,LOW,2
5248,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DescribeFpgaImages,arn:aws:synthetic:ec2:123456789012:resource/describefpgaimages-9381,specific,686,MANAGED,4,2,102,2026-05-30T01:49:00Z,2026-06-10T01:49:00Z,4,0,1.0,0.0,INTENDED,EC2,READ,LOW,2
5249,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:CreateImage,*,*,484,MANAGED,44,10,28,2026-06-23T21:17:00Z,2026-08-22T21:17:00Z,43,1,0.977273,0.022727,INTENDED,EC2,WRITE,MEDIUM,5
5250,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DescribeInstanceImageMetadata,*,*,674,INLINE,28,17,119,2026-05-23T12:26:00Z,2026-05-23T12:26:00Z,28,0,1.0,0.0,INTENDED,EC2,READ,LOW,2
5251,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,glue:RegisterConnectionType,*,*,294,MANAGED,0,0,57,,,0,0,0.0,0.0,EXCESSIVE,Glue,WRITE,MEDIUM,5
5252,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DescribeSecurityGroupVpcAssociations,*,*,457,INLINE,171,31,18,2026-07-28T07:01:00Z,2026-09-02T07:01:00Z,163,8,0.953216,0.046784,INTENDED,EC2,READ,LOW,2
5253,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ecr:DeleteRepositoryCreationTemplate,arn:aws:synthetic:ecr:123456789012:resource/deleterepositorycreationtemplate-6218,specific,377,MANAGED,0,0,64,,,0,0,0.0,0.0,INTENDED,ECR,DELETE,HIGH,8
5254,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ssm:StartAutomationExecution,*,*,703,MANAGED,1,1,35,2026-07-08T11:42:00Z,2026-08-16T11:42:00Z,1,0,1.0,0.0,INTENDED,Systems Manager,WRITE,MEDIUM,5
5255,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DeleteInternetGateway,arn:aws:synthetic:ec2:123456789012:resource/deleteinternetgateway-7886,specific,551,MANAGED,1,1,4,2026-09-02T11:40:00Z,2026-09-16T11:40:00Z,1,0,1.0,0.0,INTENDED,EC2,DELETE,HIGH,8
5256,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ecr:ListTagsForResource,arn:aws:synthetic:ecr:123456789012:resource/listtagsforresource-7566,specific,47,INLINE,0,0,120,,,0,0,0.0,0.0,INTENDED,ECR,READ,LOW,2
5257,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DescribeSpotFleetRequests,arn:aws:synthetic:ec2:123456789012:resource/describespotfleetrequests-7601,specific,416,INLINE,132,42,43,2026-06-26T17:38:00Z,2026-08-07T17:38:00Z,131,1,0.992424,0.007576,INTENDED,EC2,READ,LOW,2
5258,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ecr:DescribeRegistry,arn:aws:synthetic:ecr:123456789012:resource/describeregistry-3662,specific,683,INLINE,1,1,75,2026-06-02T20:07:00Z,2026-07-06T20:07:00Z,1,0,1.0,0.0,INTENDED,ECR,READ,LOW,2
5259,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:EnableImage,arn:aws:synthetic:ec2:123456789012:resource/enableimage-3248,specific,294,INLINE,41,28,1,2026-07-11T16:19:00Z,2026-09-18T16:19:00Z,41,0,1.0,0.0,INTENDED,EC2,WRITE,MEDIUM,5
5260,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ecs:DescribeDaemon,*,*,439,MANAGED,6,3,19,2026-08-28T15:51:00Z,2026-08-31T15:51:00Z,5,1,0.833333,0.166667,INTENDED,ECS,READ,LOW,2
5261,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DeleteTransitGatewayConnectPeer,arn:aws:synthetic:ec2:123456789012:resource/deletetransitgatewayconnectpeer-9376,specific,436,INLINE,1,1,15,2026-06-17T01:14:00Z,2026-09-05T01:14:00Z,1,0,1.0,0.0,INTENDED,EC2,DELETE,HIGH,8
5262,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:MonitorInstances,*,*,492,INLINE,2,1,17,2026-08-11T21:01:00Z,2026-09-02T21:01:00Z,2,0,1.0,0.0,INTENDED,EC2,OTHER,MEDIUM,5
5263,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,comprehend:DeleteEndpoint,arn:aws:synthetic:comprehend:123456789012:resource/deleteendpoint-1723,specific,468,MANAGED,16,9,116,2026-05-24T22:37:00Z,2026-05-26T22:37:00Z,16,0,1.0,0.0,EXCESSIVE,Comprehend,DELETE,HIGH,8
5264,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DeleteTrafficMirrorSession,*,*,207,MANAGED,5,2,2,2026-08-27T09:15:00Z,2026-09-18T09:15:00Z,4,1,0.8,0.2,INTENDED,EC2,DELETE,HIGH,8
5265,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:PurchaseScheduledInstances,arn:aws:synthetic:ec2:123456789012:resource/purchasescheduledinstances-3531,specific,269,INLINE,16,9,29,2026-06-21T03:04:00Z,2026-08-22T03:04:00Z,16,0,1.0,0.0,INTENDED,EC2,OTHER,MEDIUM,5
5266,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,redshift:CreateAuthenticationProfile,arn:aws:synthetic:redshift:123456789012:resource/createauthenticationprofile-9393,specific,503,MANAGED,8,5,102,2026-05-23T23:08:00Z,2026-06-09T23:08:00Z,8,0,1.0,0.0,EXCESSIVE,Redshift,WRITE,MEDIUM,5
5267,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DescribeCapacityReservationFleets,arn:aws:synthetic:ec2:123456789012:resource/describecapacityreservationfleet-9874,specific,196,MANAGED,4,2,11,2026-06-26T11:33:00Z,2026-09-09T11:33:00Z,4,0,1.0,0.0,INTENDED,EC2,READ,LOW,2
5268,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:CreateVerifiedAccessInstance,arn:aws:synthetic:ec2:123456789012:resource/createverifiedaccessinstance-5040,specific,44,MANAGED,13,4,36,2026-05-23T18:50:00Z,2026-08-14T18:50:00Z,13,0,1.0,0.0,INTENDED,EC2,WRITE,MEDIUM,5
5269,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,sagemaker:ListPipelineParametersForExecution,*,*,117,INLINE,8,6,119,2026-05-23T21:59:00Z,2026-05-23T21:59:00Z,8,0,1.0,0.0,EXCESSIVE,SageMaker,READ,LOW,2
5270,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:ModifyIpamPolicyAllocationRules,arn:aws:synthetic:ec2:123456789012:resource/modifyipampolicyallocationrules-4313,specific,535,INLINE,1,1,29,2026-05-28T06:11:00Z,2026-08-22T06:11:00Z,1,0,1.0,0.0,INTENDED,EC2,PERMISSION_CHANGE,CRITICAL,10
5271,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,athena:GetCapacityReservation,*,*,45,MANAGED,0,0,95,,,0,0,0.0,0.0,EXCESSIVE,Athena,READ,LOW,2
5272,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ssm:GetExecutionPreview,arn:aws:synthetic:systems-manager:123456789012:resource/getexecutionpreview-5435,specific,485,INLINE,1,1,15,2026-06-07T00:08:00Z,2026-09-05T00:08:00Z,1,0,1.0,0.0,INTENDED,Systems Manager,READ,LOW,2
5273,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ecr:GetSigningConfiguration,*,*,322,MANAGED,5,4,44,2026-06-26T16:52:00Z,2026-08-06T16:52:00Z,5,0,1.0,0.0,INTENDED,ECR,READ,LOW,2
5274,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DescribeKeyPairs,arn:aws:synthetic:ec2:123456789012:resource/describekeypairs-2606,specific,423,INLINE,5,2,5,2026-09-04T17:10:00Z,2026-09-14T17:10:00Z,5,0,1.0,0.0,INTENDED,EC2,READ,LOW,2
5275,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ecr:GetLifecyclePolicy,arn:aws:synthetic:ecr:123456789012:resource/getlifecyclepolicy-7246,specific,436,INLINE,57,41,40,2026-06-16T23:59:00Z,2026-08-10T23:59:00Z,51,6,0.894737,0.105263,INTENDED,ECR,PERMISSION_CHANGE,CRITICAL,10
5276,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ec2:DescribeByoipCidrs,*,*,460,INLINE,52,22,41,2026-08-07T02:49:00Z,2026-08-10T02:49:00Z,52,0,1.0,0.0,INTENDED,EC2,READ,LOW,2
5277,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ecs:ListServicesByNamespace,*,*,304,MANAGED,13,11,39,2026-08-07T13:29:00Z,2026-08-11T13:29:00Z,13,0,1.0,0.0,INTENDED,ECS,READ,LOW,2
5278,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,cognito-idp:DeleteManagedLoginBranding,arn:aws:synthetic:cognito-identity:123456789012:resource/deletemanagedloginbranding-5936,specific,360,INLINE,17,12,37,2026-06-20T06:14:00Z,2026-08-14T06:14:00Z,17,0,1.0,0.0,EXCESSIVE,Cognito Identity,DELETE,HIGH,8
5279,synthetic-user-027,DevOpsEngineer-Role,DevOps Engineer,Infrastructure,DevOps,ecs:UpdateContainerInstancesState,arn:aws:synthetic:ecs:123456789012:resource/updatecontainerinstancesstate-1847,specific,488,INLINE,117,17,1,2026-08-13T06:25:00Z,2026-09-19T06:25:00Z,114,3,0.974359,0.025641,INTENDED,ECS,WRITE,MEDIUM,5
